,age,Medu,Fedu,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_,sex_,address_,famsize_,Pstatus_,Mjob_,Fjob_,reason_,schoolsup_,famsup_,paid_,activities_,nursery_,higher_,internet_,romantic_
199,16,4,4,mother,1,2,0,4,5,2,1,2,3,0,9,9,10,0,0,1,1,1,4,4,3,0,1,1,0,1,1,1,0
200,16,4,3,mother,1,2,0,4,3,5,1,5,2,2,16,16,16,0,0,1,0,1,1,2,1,0,1,0,1,1,1,1,0
201,16,2,3,mother,1,2,0,4,4,3,1,3,4,6,8,10,10,0,0,1,0,1,2,2,3,1,1,1,1,1,1,0,0
202,17,1,1,mother,1,2,0,4,4,4,1,3,1,4,9,9,10,0,0,1,0,1,2,2,0,0,1,1,0,0,1,0,0
203,17,2,2,mother,1,1,0,5,3,2,1,2,3,18,7,6,6,0,0,0,0,1,2,2,3,0,1,0,0,1,1,1,0
204,16,2,2,mother,2,4,0,5,3,5,1,1,5,6,10,10,11,0,0,0,0,1,3,3,3,0,1,1,1,0,1,1,0
205,17,3,4,mother,1,3,1,4,4,3,3,4,5,28,10,9,9,0,0,1,0,1,0,3,1,0,1,1,0,1,1,1,1
206,16,3,1,mother,1,2,3,2,3,3,2,2,4,5,7,7,7,0,0,1,0,0,3,2,0,0,1,1,0,1,1,1,0
207,16,4,3,mother,1,2,0,1,3,2,1,1,1,10,11,12,13,0,0,1,0,1,4,2,2,0,0,1,1,1,1,1,1
208,16,1,1,mother,2,1,0,4,3,2,1,4,5,6,9,9,10,0,0,1,0,1,0,2,1,0,1,1,0,1,1,0,0
209,17,4,3,mother,2,3,0,4,4,2,1,1,4,6,7,7,7,0,0,0,0,1,4,2,3,0,1,1,1,1,1,1,1
210,19,3,3,other,1,4,0,4,3,3,1,2,3,10,8,8,8,0,0,1,0,1,2,2,3,0,1,1,1,1,1,1,0
211,17,4,4,mother,1,2,0,5,3,5,4,5,3,13,12,12,13,0,1,1,1,1,3,2,1,0,1,1,0,1,1,1,1
212,16,2,2,mother,1,2,0,3,3,4,1,1,4,0,12,13,14,0,0,1,0,0,2,2,3,1,1,1,0,1,1,1,0
213,18,2,2,mother,1,2,1,4,4,4,2,4,5,15,6,7,8,0,1,1,0,1,3,2,1,0,1,1,1,1,1,1,0
214,17,4,4,mother,1,1,0,5,2,1,1,2,3,12,8,10,10,0,0,0,1,1,3,2,2,0,1,1,0,1,1,0,0
215,17,3,2,mother,2,2,0,4,4,4,1,3,1,2,14,15,15,0,0,1,1,1,2,2,3,0,0,1,0,1,1,1,0
216,17,4,3,mother,1,2,2,3,4,5,2,4,1,22,6,6,4,0,0,1,0,1,2,2,3,0,0,1,0,1,1,1,1
217,18,3,3,father,1,2,1,3,2,4,2,4,4,13,6,6,8,0,1,1,1,1,3,1,1,0,1,1,0,1,1,1,0
218,17,2,3,father,2,1,0,3,3,3,1,4,3,3,7,7,8,0,0,1,0,1,0,2,1,0,1,1,0,1,1,0,0
219,17,2,2,mother,1,3,0,4,3,3,1,1,4,4,9,10,10,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0
220,17,2,1,mother,2,2,0,4,2,5,1,2,5,2,6,6,6,0,0,0,0,1,0,3,3,0,1,0,1,1,1,1,0
221,17,1,1,mother,1,3,1,4,3,4,1,1,5,0,6,5,0,0,0,1,0,1,0,2,3,0,1,0,1,1,1,0,1
222,16,2,3,mother,1,2,0,2,3,1,1,1,3,2,16,16,17,0,0,1,0,1,3,4,2,1,0,0,0,1,1,1,0
223,18,2,2,mother,2,2,0,3,3,3,5,5,4,0,12,13,13,0,1,1,0,1,2,2,1,0,1,1,0,1,1,1,0
224,16,4,4,mother,1,3,0,5,3,2,1,1,5,0,13,13,14,0,0,1,0,1,4,3,1,0,1,0,1,0,1,1,0
225,18,3,1,mother,1,2,1,5,3,3,1,1,4,16,9,8,7,0,0,0,0,1,2,2,3,0,0,0,1,1,1,1,1
226,17,3,2,mother,1,2,0,5,3,4,1,3,3,10,16,15,15,0,0,1,0,1,2,2,0,0,0,0,1,0,1,1,0
227,17,2,3,father,1,2,0,5,3,3,1,3,3,2,12,11,12,0,1,1,1,1,3,3,3,0,1,1,0,0,1,1,0
228,18,2,1,mother,4,2,0,4,3,2,4,5,3,14,10,8,9,0,1,1,1,1,0,2,0,1,1,1,1,1,1,1,1
229,17,2,1,mother,2,3,0,3,2,3,1,2,3,10,12,10,12,0,0,1,0,0,2,2,0,0,0,0,1,1,1,1,1
230,17,4,3,father,1,2,0,3,2,3,1,2,3,14,13,13,14,0,0,1,1,1,1,2,3,0,0,0,1,1,1,1,1
231,17,2,2,father,2,2,0,4,5,2,1,1,1,4,11,11,11,0,1,0,0,1,2,2,0,0,1,1,1,1,1,1,0
232,17,4,4,mother,1,2,0,4,5,5,1,3,2,14,11,9,9,0,1,1,0,1,4,4,3,1,1,0,1,1,1,1,1
233,16,4,4,father,1,2,0,4,2,4,2,4,1,2,14,13,13,0,1,1,0,1,1,2,3,0,1,1,1,1,1,1,0
234,16,1,1,mother,2,2,0,3,4,2,1,1,5,18,9,7,6,0,1,1,1,1,2,2,1,0,1,1,0,1,1,1,0
235,16,3,2,mother,2,3,0,5,3,3,1,3,2,10,11,9,10,0,1,1,0,1,0,2,3,0,0,0,1,1,1,1,1
236,17,2,2,father,1,2,0,4,4,2,5,5,4,4,14,13,13,0,1,1,1,1,2,2,1,0,0,1,1,0,1,1,1
237,16,2,1,mother,1,1,0,4,5,2,1,1,5,20,13,12,12,0,0,1,0,1,2,2,1,0,0,0,0,1,1,1,1
238,17,2,1,mother,3,2,0,2,1,1,1,1,3,2,13,11,11,0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0
239,18,2,2,father,1,2,1,5,5,4,3,5,2,0,7,7,0,0,1,1,0,1,2,3,3,0,0,0,0,1,0,1,0
240,17,4,3,mother,2,2,0,2,5,5,1,4,5,14,12,12,12,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1
241,17,4,4,mother,2,2,0,3,3,3,2,3,4,2,10,11,12,0,1,0,1,0,4,2,0,0,1,1,0,1,1,1,0
242,16,4,3,mother,1,1,0,5,4,5,1,1,3,0,6,0,0,0,1,1,1,1,4,2,0,0,0,0,1,0,1,1,0
243,16,4,4,mother,1,1,0,5,3,2,1,2,5,0,13,12,12,0,1,1,0,1,3,3,0,0,0,0,1,1,1,1,0
244,18,2,1,other,2,3,0,4,4,4,1,1,3,0,7,0,0,0,0,1,0,1,2,2,0,0,1,1,0,0,1,1,1
245,16,2,1,mother,3,1,0,4,3,3,1,1,4,6,18,18,18,0,1,1,0,1,2,2,0,0,0,0,0,1,1,1,0
246,17,2,3,father,2,1,0,5,2,2,1,1,2,4,12,12,13,0,1,1,0,1,2,2,0,0,0,0,0,1,1,1,0
247,22,3,1,mother,1,1,3,5,4,5,5,5,1,16,6,8,8,0,1,1,0,1,3,3,2,0,0,0,0,0,0,1,1
248,18,3,3,mother,1,2,1,4,3,3,1,3,5,8,3,5,5,0,1,0,1,1,2,3,0,0,1,0,0,1,1,1,1
249,16,0,2,mother,1,1,0,4,3,2,2,4,5,0,13,15,15,0,1,1,0,1,2,2,2,0,0,1,0,0,1,1,0
250,18,3,2,mother,2,1,1,4,4,5,2,4,5,0,6,8,8,0,1,1,0,1,3,2,0,0,0,0,0,1,0,1,0
251,16,3,3,other,3,2,0,5,3,3,1,3,2,6,7,10,10,0,1,1,0,1,0,2,3,1,1,0,0,0,1,1,0
252,18,2,1,mother,1,1,1,3,2,5,2,5,5,4,6,9,8,0,1,1,0,1,3,3,2,0,0,0,0,0,0,1,0
253,16,2,1,mother,2,1,0,3,3,2,1,3,3,0,8,9,8,0,1,0,0,1,2,2,0,0,0,0,1,0,1,0,0
254,17,2,1,mother,1,1,0,4,4,2,2,4,5,0,8,12,12,0,1,0,0,1,2,2,0,0,0,0,0,0,1,1,0
255,17,1,1,mother,2,1,1,4,4,4,1,2,5,2,7,9,8,0,1,1,1,1,1,2,0,0,1,0,1,1,1,1,0
256,17,4,2,mother,1,4,0,4,2,3,1,1,4,6,14,12,13,0,0,1,1,1,4,3,3,0,1,1,1,1,1,1,0
257,19,4,3,mother,1,2,0,4,3,1,1,1,1,12,11,11,11,0,1,1,1,0,3,0,3,0,1,0,0,1,1,1,0
258,18,2,1,mother,1,2,0,5,2,4,1,2,4,8,15,14,14,0,1,1,0,1,2,2,1,0,0,0,1,1,1,1,0
259,17,2,2,father,1,4,0,3,4,1,1,1,2,0,10,9,0,0,0,1,1,1,3,3,0,0,0,1,1,1,1,1,1
260,18,4,3,father,1,2,0,3,1,2,1,3,2,21,17,18,18,0,0,1,0,1,3,2,1,0,1,1,0,1,1,1,1
261,18,4,3,mother,1,2,0,4,3,2,1,1,3,2,8,8,8,0,1,1,0,1,4,2,0,0,1,1,0,0,1,1,0
262,18,3,2,mother,1,3,0,5,3,2,1,1,3,1,13,12,12,0,1,0,0,1,2,2,0,0,0,0,1,0,1,0,0
263,17,3,3,mother,1,3,0,3,2,3,1,1,4,4,10,9,9,0,0,1,0,1,2,2,1,0,0,0,1,0,1,0,0
264,18,2,2,mother,1,3,0,4,3,3,1,1,3,0,9,10,0,0,0,1,0,1,0,3,1,0,1,1,1,1,1,1,1
265,18,3,4,mother,2,2,0,4,2,5,3,4,1,13,17,17,17,0,1,0,1,0,2,2,3,0,1,1,1,1,1,1,0
266,17,3,1,mother,1,2,0,5,4,4,3,4,5,2,9,9,10,0,1,1,0,1,3,2,2,0,0,1,1,1,1,1,1
267,18,4,4,mother,2,2,0,4,3,4,2,2,4,8,12,10,11,0,0,0,0,1,4,2,3,0,0,1,1,1,1,1,0
268,18,4,2,father,1,2,0,5,4,5,1,3,5,10,10,9,10,0,1,1,0,1,1,2,3,0,1,1,1,1,1,1,1
269,18,2,1,mother,2,2,0,4,3,5,1,2,3,0,6,0,0,0,0,0,0,1,2,2,3,0,1,0,0,1,0,1,1
270,19,3,3,other,1,2,2,4,3,5,3,3,5,15,9,9,9,0,0,1,0,1,2,3,1,0,1,1,1,1,1,1,0
271,18,2,3,father,1,4,0,4,5,5,1,3,2,4,15,14,14,0,0,1,0,1,2,3,3,0,1,1,1,1,1,1,1
272,18,1,1,mother,2,2,0,4,4,3,1,1,3,2,11,11,11,0,0,1,1,1,2,2,1,0,1,1,0,0,1,0,0
273,17,1,2,mother,1,2,0,3,5,2,2,2,1,2,15,14,14,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1
274,17,2,4,mother,2,2,0,4,3,3,1,1,1,2,10,10,10,0,0,1,0,1,0,1,3,0,1,1,0,1,1,1,1
275,17,2,2,mother,2,2,0,4,4,4,2,3,5,6,12,12,12,0,0,1,1,1,3,2,0,1,1,1,0,1,1,1,1
276,18,3,2,mother,2,2,0,4,1,1,1,1,5,75,10,9,9,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,1
277,18,4,4,mother,2,1,0,3,2,4,1,4,3,22,9,9,9,0,1,1,0,1,4,3,1,0,0,1,1,1,1,1,0
278,18,4,4,father,1,2,1,2,4,4,1,1,4,15,9,8,8,0,0,1,0,1,1,1,3,1,1,0,1,1,1,1,1
279,18,4,3,mother,2,1,0,4,2,3,1,2,1,8,10,11,10,0,1,1,1,1,4,3,0,0,0,1,1,1,1,1,0
280,17,4,1,mother,2,1,0,4,5,4,2,4,5,30,8,8,8,0,1,1,1,0,3,2,1,0,0,1,1,1,1,1,1
281,17,3,2,mother,1,1,1,4,4,4,3,4,3,19,11,9,10,0,1,1,1,0,4,3,1,0,0,0,0,1,1,1,0
282,18,1,1,mother,2,4,0,5,2,2,1,1,3,1,12,12,12,0,0,0,1,1,0,2,3,0,1,1,1,1,1,0,0
283,18,1,1,mother,2,2,0,5,4,4,1,1,4,4,8,9,10,0,0,1,0,1,2,2,1,1,0,0,1,1,1,1,0
284,17,2,2,mother,1,2,0,5,4,5,1,2,5,4,10,9,11,0,0,1,0,1,2,2,0,0,1,0,0,0,1,1,0
285,17,1,1,father,1,2,0,4,3,3,1,2,4,2,12,10,11,0,1,1,0,1,2,2,3,0,0,1,0,0,1,1,0
286,18,2,2,mother,1,3,0,4,3,3,1,2,2,5,18,18,19,0,0,1,0,1,0,0,2,0,1,1,0,1,1,1,0
287,17,1,1,mother,1,3,0,4,3,3,1,1,3,6,13,12,12,0,0,1,0,1,3,4,3,0,1,1,0,1,1,1,0
288,18,2,1,mother,1,3,0,4,2,4,1,3,2,6,15,14,14,0,1,1,0,1,3,3,3,0,0,1,1,1,1,1,0
289,18,4,4,mother,1,2,0,5,4,3,1,1,2,9,15,13,15,0,1,1,1,0,4,4,3,0,1,1,1,1,1,1,0
290,18,4,2,mother,1,2,0,4,3,2,1,4,5,11,12,11,11,0,1,1,0,1,4,2,1,0,1,1,1,1,1,1,1
291,17,4,3,mother,1,3,0,4,2,2,1,2,3,0,15,15,15,0,0,1,0,1,1,3,3,0,1,1,0,1,1,1,0
292,18,2,1,mother,1,2,1,5,4,3,1,1,5,12,12,12,13,0,0,1,1,1,3,0,3,0,0,0,0,1,1,1,1
293,17,3,1,mother,2,4,0,3,1,2,1,1,3,6,18,18,18,0,0,0,1,1,3,2,3,0,1,1,0,1,1,0,0
294,18,3,2,mother,2,3,0,5,4,2,1,1,4,8,14,13,14,0,1,0,1,1,3,2,3,0,1,1,1,1,1,1,0
295,17,3,3,mother,1,1,0,4,4,3,1,3,5,4,14,12,11,0,1,1,0,1,1,2,1,0,1,1,0,1,1,1,0
296,19,4,4,other,2,2,0,2,3,4,2,3,2,0,10,9,0,0,0,1,0,1,1,2,3,0,1,1,1,1,1,1,0
297,18,4,3,other,2,2,0,4,4,5,1,2,2,10,10,8,8,0,0,1,1,1,2,2,1,0,1,1,0,1,1,1,1
298,18,4,3,father,1,4,0,4,3,3,1,1,3,0,14,13,14,0,0,1,0,1,2,2,3,0,1,1,0,1,1,1,0
299,18,4,4,mother,1,1,0,1,4,2,2,2,1,5,16,15,16,0,1,1,1,1,4,4,1,0,1,1,0,1,1,1,1
300,18,4,4,mother,1,2,0,4,2,4,1,1,4,14,12,10,11,0,0,1,1,0,1,2,1,0,1,0,0,1,1,1,1
301,17,4,4,father,2,1,0,4,1,1,2,2,5,0,11,11,10,0,1,1,1,1,2,4,1,0,0,1,0,1,1,1,0
302,17,4,2,mother,2,3,0,4,3,3,1,1,3,0,15,12,14,0,0,1,0,1,2,2,3,0,1,1,0,1,1,1,0
303,17,3,2,father,1,4,0,5,2,2,1,2,5,0,17,17,18,0,0,1,0,1,1,1,3,0,1,1,1,0,1,1,0
304,19,3,3,other,1,2,1,4,4,4,1,1,3,20,15,14,13,0,1,1,0,1,2,2,1,0,1,0,1,1,1,1,1
305,18,2,4,other,1,2,1,4,4,3,1,1,3,8,14,12,12,0,0,1,0,1,3,0,3,0,1,1,1,1,1,1,0
306,20,3,2,other,1,1,0,5,5,3,1,1,5,0,17,18,18,0,1,1,0,0,3,2,0,0,0,0,1,1,1,0,0
307,19,4,4,other,2,1,1,4,3,4,1,1,4,38,8,9,8,0,1,1,0,1,4,3,3,0,1,1,0,1,1,1,1
308,19,3,3,father,1,2,1,4,5,3,1,2,5,0,15,12,12,0,1,0,0,1,2,3,3,0,0,0,1,1,1,0,1
309,19,1,1,other,1,2,1,4,4,3,1,3,3,18,12,10,10,0,0,1,1,1,0,2,3,1,1,0,1,0,1,1,0
310,19,1,2,other,1,2,1,4,2,4,2,2,3,0,9,9,0,0,0,1,1,1,3,3,1,0,0,0,1,0,1,0,1
311,19,2,1,other,3,2,0,3,4,1,1,1,2,20,14,12,13,0,0,1,0,1,0,2,2,0,1,0,0,1,0,1,1
312,19,1,2,other,1,2,1,4,5,2,2,2,4,3,13,11,11,0,1,1,0,1,2,3,0,0,0,0,0,0,1,1,0
313,19,3,2,other,2,2,1,4,2,2,1,2,1,22,13,10,11,0,0,1,1,1,3,2,3,0,1,1,0,0,1,1,1
314,19,1,1,other,1,3,2,4,1,2,1,1,3,14,15,13,13,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
315,19,2,3,other,1,3,1,4,1,2,1,1,3,40,13,11,11,0,0,0,0,1,2,2,3,0,0,0,0,1,1,1,1
316,18,2,1,mother,2,2,0,5,3,3,1,2,1,0,8,8,0,0,0,1,0,1,3,2,0,0,1,1,1,1,1,1,0
317,18,4,3,mother,1,3,0,4,3,4,1,1,5,9,9,10,9,0,0,1,0,1,2,2,0,0,1,1,1,1,1,1,1
318,17,3,4,father,1,3,0,4,3,4,2,5,5,0,11,11,10,0,0,0,0,1,0,3,0,0,1,1,1,0,1,1,0
319,18,4,4,mother,1,2,0,4,4,4,3,3,5,2,11,11,11,0,0,1,0,1,4,2,0,0,1,1,0,1,1,1,0
320,17,4,3,mother,1,2,0,5,2,2,1,2,5,23,13,13,13,0,0,1,0,0,3,3,0,0,1,1,0,1,1,1,1
321,17,2,2,mother,1,2,0,4,2,2,1,1,3,12,11,9,9,0,0,1,0,1,2,2,0,0,1,0,0,1,1,0,1
322,17,2,2,mother,1,3,0,3,3,2,2,2,3,3,11,11,11,0,0,0,1,1,3,3,0,0,1,1,1,1,1,1,0
323,17,3,1,father,1,3,0,3,4,3,2,3,5,1,12,14,15,0,0,1,0,1,3,3,0,0,1,0,0,0,1,1,0
324,17,0,2,father,2,3,0,3,3,3,2,3,2,0,16,15,15,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
325,18,4,4,mother,1,3,0,4,3,3,2,2,3,3,9,12,11,0,1,1,0,1,2,2,0,0,0,0,1,1,1,1,0
326,17,3,3,mother,1,1,0,4,3,5,3,5,5,3,14,15,16,0,1,1,0,1,2,3,3,0,0,0,1,0,1,1,0
327,17,2,2,mother,4,1,0,4,4,5,5,5,4,8,11,10,10,0,1,0,0,1,3,2,0,0,1,0,0,1,1,1,0
328,17,4,4,mother,1,3,0,5,4,4,1,3,4,7,10,9,9,0,0,1,0,1,4,3,0,0,1,1,1,1,1,1,0
329,17,4,4,mother,2,3,0,4,3,3,1,2,4,4,14,14,14,0,0,1,0,1,4,4,0,0,1,1,0,0,1,1,1
330,18,2,2,mother,1,4,0,4,5,5,2,4,5,2,9,8,8,0,1,1,1,1,2,2,0,0,1,0,1,1,1,1,0
331,17,2,4,father,1,3,0,4,4,3,1,1,5,7,12,14,14,0,0,0,0,1,0,2,0,0,1,0,0,1,1,1,1
332,18,3,3,mother,1,2,0,5,3,4,1,1,4,0,7,0,0,0,0,1,0,1,3,3,1,0,0,0,1,1,1,1,0
333,18,2,2,other,1,2,0,4,3,3,1,1,2,0,8,8,0,0,0,1,1,1,2,2,1,0,0,0,1,0,1,1,1
334,18,2,2,mother,2,4,0,4,4,4,1,1,4,0,10,9,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0
335,17,3,4,mother,1,3,0,4,4,5,1,3,5,16,16,15,15,0,0,1,0,1,3,2,0,0,0,0,0,1,1,1,0
336,19,3,1,other,1,3,1,5,4,3,1,2,5,12,14,13,13,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0
337,17,3,2,mother,1,2,0,4,3,2,2,3,2,0,7,8,0,0,0,1,0,1,2,2,1,0,1,1,0,1,1,1,1
338,18,3,3,mother,1,4,0,5,3,3,1,1,1,7,16,15,17,0,0,1,1,1,3,3,1,0,1,0,0,1,1,1,0
339,17,3,2,mother,1,2,0,4,3,3,2,3,2,4,9,10,10,0,0,0,0,0,2,2,1,0,1,1,0,1,1,1,0
340,19,2,1,other,1,3,1,4,3,4,1,3,3,4,11,12,11,0,0,1,0,1,3,3,1,0,0,1,1,1,1,1,1
341,18,4,4,father,1,2,1,4,3,3,2,2,2,0,10,10,0,0,1,1,0,1,4,3,1,0,1,0,1,1,1,1,0
342,18,3,4,mother,1,2,0,4,3,3,1,3,5,11,16,15,15,0,1,1,1,1,3,2,1,0,0,0,1,1,1,1,1
343,17,2,2,father,1,2,1,3,3,1,1,2,4,0,9,8,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1
344,18,2,3,mother,1,3,0,4,3,3,1,2,3,4,11,10,10,0,0,1,0,1,0,2,0,0,1,0,0,1,1,1,0
345,18,3,2,mother,1,3,0,5,4,3,2,3,1,7,13,13,14,0,0,1,0,1,2,3,2,0,0,0,0,1,1,1,1
346,18,4,3,mother,1,3,0,5,3,2,1,2,4,9,16,15,16,0,1,0,0,1,4,3,0,0,0,0,0,1,1,1,1
347,18,4,3,mother,1,3,0,5,4,5,2,3,5,0,10,10,9,0,1,1,0,1,4,2,0,0,1,1,0,1,1,1,1
348,17,4,3,mother,1,3,0,4,4,3,1,3,4,0,13,15,15,0,0,1,0,1,1,2,3,0,1,1,1,1,1,1,1
349,18,3,2,mother,2,1,1,2,5,5,5,5,5,10,11,13,13,1,1,0,0,1,2,2,0,0,1,0,0,0,1,1,0
350,19,1,1,other,3,2,3,5,4,4,3,3,2,8,8,7,8,1,1,0,0,1,2,3,1,0,0,0,0,1,1,1,0
351,17,3,3,mother,2,2,0,4,5,4,2,3,3,2,13,13,13,1,1,1,0,1,1,2,0,0,1,1,0,1,1,1,0
352,18,1,3,mother,1,1,1,4,3,3,2,3,3,7,8,7,8,1,1,1,1,1,0,3,0,0,0,0,0,1,0,1,1
353,19,1,1,other,3,1,1,4,4,4,3,3,5,4,8,8,8,1,1,0,0,1,2,2,1,0,1,0,0,1,1,1,0
354,17,4,3,mother,2,2,0,4,5,5,1,3,2,4,13,11,11,1,1,0,0,1,3,2,1,0,1,1,1,0,1,1,1
355,18,3,3,father,1,2,0,5,3,4,1,1,5,0,10,9,9,1,0,1,0,1,3,3,0,0,1,0,0,1,1,0,1
356,17,4,4,father,2,2,0,4,3,3,1,2,5,4,12,13,13,1,0,0,0,1,4,3,2,0,1,1,1,1,1,1,0
357,17,3,2,mother,2,2,0,1,2,3,1,2,5,2,12,12,11,1,0,1,1,0,3,2,3,0,0,0,0,1,1,0,1
358,18,1,1,father,2,1,0,3,3,2,1,2,3,4,10,10,10,1,1,1,1,1,2,3,1,0,0,0,0,0,1,1,1
359,18,1,1,father,2,3,0,5,3,2,1,1,4,0,18,16,16,1,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0
360,18,1,4,mother,3,2,0,4,3,4,1,4,5,0,13,13,13,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1
361,18,1,1,mother,2,2,1,4,4,3,2,3,5,2,13,12,12,1,1,0,1,1,0,2,2,0,0,0,1,0,0,0,0
362,18,3,3,mother,2,2,0,4,3,2,1,3,3,0,11,11,10,1,0,1,0,1,3,3,2,0,1,0,0,1,1,1,1
363,17,4,4,mother,1,2,0,2,3,4,1,1,1,0,16,15,15,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1
364,17,1,2,father,2,2,0,3,2,2,1,2,3,0,12,11,12,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0
365,18,1,3,mother,2,2,0,3,3,4,2,4,3,4,10,10,10,1,1,0,0,1,0,2,0,0,1,1,0,1,1,0,0
366,18,4,4,mother,2,3,0,4,2,2,2,2,5,0,13,13,13,1,1,1,1,1,4,3,2,0,0,1,0,1,1,1,1
367,17,1,1,mother,3,1,1,5,2,1,1,2,1,0,7,6,0,1,0,0,0,1,2,3,3,0,1,1,0,1,1,1,1
368,18,2,3,father,2,1,0,5,2,3,1,2,4,0,11,10,10,1,0,1,0,1,0,3,0,0,1,1,0,1,1,1,1
369,18,4,4,father,3,2,0,3,2,2,4,2,5,10,14,12,11,1,0,0,0,1,2,4,2,0,1,1,0,0,1,1,1
370,19,3,2,other,2,2,2,3,2,2,1,1,3,4,7,7,9,1,0,1,1,1,3,3,1,0,0,0,1,1,1,0,1
371,18,1,2,father,3,1,0,4,3,3,2,3,3,3,14,12,12,1,1,0,1,1,0,3,2,0,1,1,1,1,0,1,1
372,17,2,2,mother,1,3,0,3,4,3,1,1,3,8,13,11,11,1,0,1,0,1,2,0,1,0,0,0,1,1,1,0,1
373,17,1,2,mother,1,1,0,3,5,5,1,3,1,14,6,5,5,1,0,0,0,1,2,2,0,0,0,0,1,1,1,1,0
374,18,4,4,mother,2,3,0,5,4,4,1,1,1,0,19,18,19,1,0,0,1,1,2,2,3,0,0,0,0,1,1,1,0
375,18,1,1,mother,4,3,0,4,3,2,1,2,4,2,8,8,10,1,0,0,0,1,2,2,1,0,0,0,0,1,1,1,0
376,20,4,2,other,2,3,2,5,4,3,1,1,3,4,15,14,15,1,0,1,0,1,1,2,0,0,1,1,0,0,1,1,1
377,18,4,4,mother,1,2,0,5,4,3,3,4,2,4,8,9,10,1,0,0,1,1,4,3,0,0,0,1,1,1,1,1,0
378,18,3,3,mother,1,2,0,4,1,3,1,2,1,0,15,15,15,1,0,1,0,1,2,2,1,0,0,1,0,1,1,1,1
379,17,3,1,mother,1,2,0,4,5,4,2,3,1,17,10,10,10,1,0,0,0,1,0,2,3,0,1,1,1,0,1,1,0
380,18,4,4,father,1,2,0,3,2,4,1,4,2,4,15,14,14,1,1,1,0,1,4,4,1,0,0,1,1,0,1,1,0
381,18,2,1,mother,2,1,0,4,4,3,1,3,5,5,7,6,7,1,1,0,0,1,2,2,2,0,0,0,1,0,1,1,1
382,17,2,3,father,2,2,0,4,4,3,1,1,3,2,11,11,10,1,1,1,0,1,2,3,1,0,0,0,1,1,1,1,0
383,19,1,1,mother,2,1,1,4,3,2,1,3,5,0,6,5,0,1,1,0,0,1,2,3,2,0,0,0,0,1,1,0,0
384,18,4,2,father,2,1,1,5,4,3,4,3,3,14,6,5,5,1,1,0,0,1,2,2,1,0,0,1,0,1,1,0,0
385,18,2,2,mother,2,3,0,5,3,3,1,3,4,2,10,9,10,1,0,0,0,1,0,2,2,0,0,1,0,1,1,0,0
386,18,4,4,mother,3,1,0,4,4,3,2,2,5,7,6,5,6,1,0,0,0,1,4,0,3,0,1,1,1,1,1,1,1
387,19,2,3,mother,1,3,1,5,4,2,1,2,5,0,7,5,0,1,0,0,0,1,3,2,0,0,0,0,1,0,1,1,0
388,18,3,1,mother,1,2,0,4,3,4,1,1,1,0,7,9,8,1,0,1,1,1,4,3,0,0,1,1,0,1,1,1,0
389,18,1,1,mother,2,2,1,1,1,1,1,1,5,0,6,5,0,1,0,1,0,1,2,2,0,0,0,0,1,1,1,0,0
390,20,2,2,other,1,2,2,5,5,4,4,5,4,11,9,9,9,1,1,1,1,0,3,3,0,0,1,1,0,1,1,0,0
391,17,3,1,mother,2,1,0,2,4,5,3,4,2,3,14,16,16,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0
392,21,1,1,other,1,1,3,5,5,3,3,3,3,3,10,8,7,1,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0
393,18,3,2,mother,3,1,0,4,4,1,3,4,5,0,11,12,10,1,1,0,1,1,3,2,0,0,0,0,0,0,1,1,0
394,19,1,1,father,1,1,0,3,2,3,3,3,5,5,8,9,9,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0
